,wikidata_id,individual_name,region_code,region_name,birthyear,meta_occupation
375,Q716416,Hippon,re_greek_world,Greek World,-500.0,philosopher
376,Q162593,Pelagius,re_greek_world,Greek World,360.0,theologian | philosopher
377,Q11920485,Escílax d'Halicarnàs,re_greek_world,Greek World,-150.0,astronomer
378,Q928092,Peter the Iberian,re_greek_world,Greek World,411.0,philosopher
379,Q4684706,Adrastus of Cyzicus,re_greek_world,Greek World,-500.0,astronomer
380,Q581732,Antipater of Tarsus,re_greek_world,Greek World,-300.0,philosopher
381,Q291952,Sosipatra,re_greek_world,Greek World,400.0,philosopher
382,Q314467,Aenesidemus,re_greek_world,Greek World,-79.0,philosopher
383,Q200608,Ephrem the Syrian,re_greek_world,Greek World,306.0,theologian
384,Q31278,Cleomedes,re_greek_world,Greek World,1.0,astronomer | mathematician
385,Q486945,Sotion,re_greek_world,Greek World,-100.0,philosopher
386,Q16658175,Zosimus of Ascalona,re_greek_world,Greek World,450.0,historian
387,Q472620,Artemidorus of Ephesus,re_greek_world,Greek World,-150.0,geographer
388,Q510719,Eutocius of Ascalon,re_greek_world,Greek World,480.0,philosopher | mathematician
389,Q352621,Dicaearchus,re_greek_world,Greek World,-349.0,geographer | philosopher | historian | mathematician
390,Q168261,Ptolemy I Soter,re_greek_world,Greek World,-365.0,historian
391,Q2470320,Apollonius of Ephesus,re_greek_world,Greek World,201.0,theologian
392,Q921532,Dorotheus of Sidon,re_greek_world,Greek World,50.0,astronomer
393,Q437869,Evagrius Ponticus,re_greek_world,Greek World,345.0,theologian
394,Q178217,Diofantos,re_greek_world,Greek World,201.0,mathematician
395,Q24068760,Aristobulus of Paneas,re_greek_world,Greek World,-150.0,philosopher
396,Q451566,Menaechmus,re_greek_world,Greek World,-379.0,astronomer | mathematician
397,Q18626710,Julian,re_greek_world,Greek World,400.0,theologian
398,Q211783,Pappus of Alexandria,re_greek_world,Greek World,290.0,astronomer | mathematician
399,Q712572,Philistus,re_greek_world,Greek World,-424.0,historian
400,Q2285961,Silenus Calatinus,re_greek_world,Greek World,-300.0,historian
401,Q310028,Isidore of Miletus,re_greek_world,Greek World,442.0,physicist | mathematician
402,Q242270,Hecataeus of Miletus,re_greek_world,Greek World,-600.0,geographer | historian
403,Q3991387,Timagoras of Gela,re_greek_world,Greek World,-350.0,philosopher
404,Q580661,Antiochus of Syracuse,re_greek_world,Greek World,-450.0,historian
405,Q434773,Crantor,re_greek_world,Greek World,-343.0,philosopher
406,Q80612,Anaximenes of Miletus,re_greek_world,Greek World,-584.0,astronomer | philosopher | mathematician
407,Q433919,Phintys,re_greek_world,Greek World,-400.0,philosopher
408,Q581833,Marinus of Neapolis,re_greek_world,Greek World,440.0,astronomer | philosopher
409,Q313018,Aristophanes of Byzantium,re_greek_world,Greek World,-256.0,linguist
410,Q1354573,Lycus of Rhegium,re_greek_world,Greek World,-350.0,historian
411,Q355664,Theodore of Mopsuestia,re_greek_world,Greek World,350.0,theologian
412,Q311731,Priscus,re_greek_world,Greek World,410.0,philosopher | historian
413,Q310916,Iamblichus,re_greek_world,Greek World,245.0,philosopher
414,Q59137,Diogenes of Oenoanda,re_greek_world,Greek World,200.0,philosopher
415,Q714841,Eustathius of Epiphania,re_greek_world,Greek World,401.0,historian
416,Q721022,Malchus,re_greek_world,Greek World,450.0,historian
417,Q44011,Gregory of Nazianzus,re_greek_world,Greek World,330.0,theologian | philosopher
418,Q372798,Polus,re_greek_world,Greek World,-500.0,philosopher
419,Q297040,Apollonius of Tyana,re_greek_world,Greek World,15.0,philosopher | mathematician
420,Q391202,Agathangelos,re_greek_world,Greek World,500.0,historian
421,Q317029,Theodoret,re_greek_world,Greek World,393.0,historian
422,Q4024777,Zopyrus of Tarentum,re_greek_world,Greek World,-350.0,philosopher
423,Q43182,Eratosthenes,re_greek_world,Greek World,-275.0,musicologist | astronomer | mathematician | geographer | historian
424,Q645774,Bolus of Mendes,re_greek_world,Greek World,-300.0,botanist | philosopher
425,Q2637222,Aesara,re_greek_world,Greek World,-400.0,philosopher
426,Q3731014,Heracleides of Magnesia,re_greek_world,Greek World,-50.0,historian
427,Q3620711,Apollonides of Smyrna,re_greek_world,Greek World,-150.0,philosopher
428,Q356433,Priscian,re_greek_world,Greek World,500.0,philosopher
429,Q1389145,John the Lydian,re_greek_world,Greek World,490.0,historian
430,Q2705204,Evander,re_greek_world,Greek World,-201.0,philosopher
431,Q235426,Theano,re_greek_world,Greek World,-600.0,astronomer | philosopher | mathematician
432,Q354342,Bardaisan,re_greek_world,Greek World,154.0,philosopher
433,Q1270333,Praxeas,re_greek_world,Greek World,200.0,theologian
434,Q463564,Xenophon of Ephesus,re_greek_world,Greek World,101.0,philosopher
435,Q192371,Polycarp,re_greek_world,Greek World,69.0,theologian
436,Q1295215,Satyrus the Peripatetic,re_greek_world,Greek World,-300.0,philosopher | historian
437,Q1616998,Neanthes of Cyzicus,re_greek_world,Greek World,-250.0,historian
438,Q1148501,Diophanes of Nicaea,re_greek_world,Greek World,-100.0,botanist
439,Q180671,Aratus,re_greek_world,Greek World,-314.0,astronomer
440,Q1189157,Nausiphanes,re_greek_world,Greek World,-400.0,philosopher
441,Q1496242,Callinicus,re_greek_world,Greek World,300.0,historian
442,Q180109,Apollonius of Perga,re_greek_world,Greek World,-261.0,astronomer | mathematician
443,Q335156,Aristoxenus,re_greek_world,Greek World,-359.0,musicologist | philosopher | mathematician
444,Q1047689,Menodotus of Nicomedia,re_greek_world,Greek World,100.0,philosopher
445,Q3381179,Philon of Gadara,re_greek_world,Greek World,100.0,mathematician
446,Q287423,Epigenes of Byzantium,re_greek_world,Greek World,-150.0,astronomer | mathematician
447,Q317146,Alexandros of Aphrodisias,re_greek_world,Greek World,200.0,philosopher
448,Q275606,Aurelius Victor,re_greek_world,Greek World,320.0,historian
449,Q451390,Autolycus of Pitane,re_greek_world,Greek World,-359.0,astronomer | mathematician
450,Q83375,Empedocles,re_greek_world,Greek World,-489.0,philosopher
451,Q441448,Carpocrates,re_greek_world,Greek World,100.0,philosopher
452,Q312491,John Malalas,re_greek_world,Greek World,491.0,historian
453,Q248793,Maximus of Ephesus,re_greek_world,Greek World,310.0,philosopher
454,Q404023,Aedesius,re_greek_world,Greek World,280.0,philosopher
455,Q316867,Sosigenes of Alexandria,re_greek_world,Greek World,-100.0,astronomer | philosopher | mathematician
456,Q506553,Olympiodorus of Thebes,re_greek_world,Greek World,380.0,philosopher | historian
457,Q550477,Timocharis,re_greek_world,Greek World,-319.0,astronomer
458,Q346567,Callixenus of Rhodes,re_greek_world,Greek World,-199.0,historian
459,Q385213,Prohaeresius,re_greek_world,Greek World,276.0,philosopher
460,Q2047944,Palladius of Galatia,re_greek_world,Greek World,363.0,historian
461,Q334457,Dio Chrysostom,re_greek_world,Greek World,40.0,philosopher
462,Q51885,Thecla,re_greek_world,Greek World,100.0,theologian
463,Q3044500,Demetrius of Scepsis,re_greek_world,Greek World,-204.0,philosopher | historian
464,Q363818,Nicander,re_greek_world,Greek World,-249.0,historian
465,Q2524557,Anatolius of Laodicea,re_greek_world,Greek World,250.0,philosopher | mathematician
466,Q1373037,Syrianus,re_greek_world,Greek World,500.0,philosopher
467,Q3347025,Neleus of Scepsis,re_greek_world,Greek World,-350.0,philosopher
468,Q459774,Ambrose of Alexandria,re_greek_world,Greek World,200.0,theologian
469,Q1747749,Tiberius Claudius Aristocles,re_greek_world,Greek World,100.0,philosopher
470,Q201867,Cleitarchus,re_greek_world,Greek World,-400.0,historian
471,Q125551,Parmenides,re_greek_world,Greek World,-514.0,philosopher
472,Q3624868,Asclepiades,re_greek_world,Greek World,-150.0,historian
473,Q444459,Alcidamas,re_greek_world,Greek World,-450.0,philosopher
474,Q4441106,Aphthonius of Antioch,re_greek_world,Greek World,300.0,philosopher
475,Q44024,Athanasios of Alexandria,re_greek_world,Greek World,296.0,theologian
476,Q3413787,Archelaus,re_greek_world,Greek World,300.0,theologian
477,Q705950,Theon of Smyrna,re_greek_world,Greek World,70.0,philosopher | musicologist | astronomer | mathematician
478,Q380089,Fulgentius of Ruspe,re_greek_world,Greek World,468.0,theologian
479,Q2861395,Aristodemus of Nysa,re_greek_world,Greek World,-200.0,philosopher | historian
480,Q447451,Sabellius,re_greek_world,Greek World,200.0,theologian
481,Q973954,Philoxenus of Mabbug,re_greek_world,Greek World,440.0,theologian
482,Q433332,Mara Bar-Serapion,re_greek_world,Greek World,50.0,philosopher
483,Q1613489,Hermias,re_greek_world,Greek World,401.0,philosopher
484,Q186153,Procopius,re_greek_world,Greek World,500.0,historian
485,Q188232,Didymus the Blind,re_greek_world,Greek World,313.0,theologian
486,Q1266186,Theodosius of Bithynia,re_greek_world,Greek World,-159.0,astronomer | mathematician
487,Q2696027,Alexander of Damascus,re_greek_world,Greek World,200.0,philosopher
488,Q3714438,Dositheus,re_greek_world,Greek World,-250.0,astronomer | mathematician
489,Q18639389,Abrotelia,re_greek_world,Greek World,-500.0,philosopher
490,Q1531412,Harkhebi,re_greek_world,Greek World,-301.0,astronomer
491,Q185223,Cassius Dio,re_greek_world,Greek World,150.0,historian
492,Q2695834,Agathobulus,re_greek_world,Greek World,100.0,philosopher
493,Q16529474,Astone,re_greek_world,Greek World,-550.0,philosopher
494,Q503075,Crates of Mallus,re_greek_world,Greek World,-200.0,philosopher
495,Q8739,Archimedes,re_greek_world,Greek World,-286.0,astronomer | philosopher | physicist | mathematician
496,Q63456919,Pandrosion,re_greek_world,Greek World,400.0,mathematician
497,Q317014,Sextus Julius Africanus,re_greek_world,Greek World,160.0,philosopher | historian
498,Q170472,Origen,re_greek_world,Greek World,185.0,theologian | philosopher
499,Q1051470,Vettius Valens,re_greek_world,Greek World,120.0,astronomer
500,Q515542,Agathemerus,re_greek_world,Greek World,250.0,geographer
501,Q504771,Philo of Byblos,re_greek_world,Greek World,50.0,historian
502,Q1226993,Dionysius Periegetes,re_greek_world,Greek World,100.0,historian
503,Q312500,Herophilos,re_greek_world,Greek World,-334.0,anatomist
504,Q297390,Craterus,re_greek_world,Greek World,-369.0,historian
505,Q707344,Numenius of Apamea,re_greek_world,Greek World,200.0,philosopher
506,Q42458,Anaximander,re_greek_world,Greek World,-609.0,philosopher | physicist | astronomer | mathematician | geographer
507,Q229246,Julia Domna,re_greek_world,Greek World,165.0,philosopher
508,Q298654,Cyril of Jerusalem,re_greek_world,Greek World,313.0,theologian
509,Q363375,Publilius Syrus,re_greek_world,Greek World,-100.0,philosopher
510,Q391216,Agatharchides,re_greek_world,Greek World,-207.0,geographer | philosopher | historian | anatomist
511,Q2531620,Pamprepius,re_greek_world,Greek World,440.0,philosopher
512,Q4191445,Zenob Glak,re_greek_world,Greek World,300.0,historian
513,Q165589,Leucippus,re_greek_world,Greek World,-500.0,philosopher | physicist
514,Q451719,Damo,re_greek_world,Greek World,-600.0,philosopher | mathematician
515,Q365977,Bias of Priene,re_greek_world,Greek World,-599.0,philosopher
516,Q1378597,Eurytus,re_greek_world,Greek World,-500.0,philosopher | mathematician
517,Q189767,Zeno of Tarsus,re_greek_world,Greek World,-250.0,philosopher
518,Q139567,Zacharias Rhetor,re_greek_world,Greek World,465.0,philosopher | historian
519,Q83041,Anaxagoras,re_greek_world,Greek World,-499.0,astronomer | philosopher | physicist | mathematician
520,Q1400157,Cleinias of Tarentum,re_greek_world,Greek World,-500.0,philosopher
521,Q313791,Ephorus,re_greek_world,Greek World,-399.0,historian
522,Q260951,Dinon,re_greek_world,Greek World,-399.0,historian
523,Q534163,Xanthos,re_greek_world,Greek World,-500.0,historian
524,Q142999,Eusebius of Caesarea,re_greek_world,Greek World,275.0,theologian | historian
525,Q317942,Euhemerus,re_greek_world,Greek World,-400.0,philosopher | historian | anthropologist
526,Q31271346,Dion von Neapel,re_greek_world,Greek World,-500.0,mathematician
527,Q354377,Conon of Samos,re_greek_world,Greek World,-279.0,astronomer | mathematician
528,Q44015,John the Apostle,re_greek_world,Greek World,6.0,theologian
529,Q378236,Aristides Quintilianus,re_greek_world,Greek World,150.0,musicologist
530,Q1226828,Diogenes of Tarsus,re_greek_world,Greek World,-200.0,philosopher
531,Q298226,Anthemius of Tralles,re_greek_world,Greek World,474.0,physicist | mathematician
532,Q1226996,Dionysius of Miletus,re_greek_world,Greek World,-600.0,historian
533,Q313934,Macrobius,re_greek_world,Greek World,370.0,musicologist | philosopher
534,Q1419147,Firmilian,re_greek_world,Greek World,200.0,philosopher
535,Q725225,Thrasyllus of Mendes,re_greek_world,Greek World,-100.0,musicologist | philosopher
536,Q132157,Zeno of Elea,re_greek_world,Greek World,-489.0,philosopher | mathematician
537,Q521203,Duris of Samos,re_greek_world,Greek World,-339.0,historian
538,Q343018,Eunapius,re_greek_world,Greek World,349.0,philosopher | historian
539,Q168707,Pliny the Younger,re_greek_world,Greek World,61.0,historian
540,Q928551,Origen the Pagan,re_greek_world,Greek World,200.0,philosopher
541,Q2749849,Athenodorus of Soli,re_greek_world,Greek World,-300.0,philosopher
542,Q931271,Tisias,re_greek_world,Greek World,-499.0,philosopher
543,Q189597,Philo of Alexandria,re_greek_world,Greek World,-14.0,philosopher | historian
544,Q731906,Asclepiodotus of Alexandria,re_greek_world,Greek World,500.0,philosopher
545,Q315360,Damascius,re_greek_world,Greek World,450.0,philosopher
546,Q510737,Lucian of Antioch,re_greek_world,Greek World,240.0,theologian
547,Q2902906,Rabbi Nehemiah,re_greek_world,Greek World,101.0,mathematician
548,Q43706,John Chrysostom,re_greek_world,Greek World,349.0,theologian
549,Q354384,Theon of Alexandria,re_greek_world,Greek World,335.0,astronomer | mathematician
550,Q11903,Hypatia,re_greek_world,Greek World,360.0,astronomer | philosopher | mathematician
551,Q443510,Hesychius of Alexandria,re_greek_world,Greek World,450.0,linguist
552,Q3826494,Lamiscus,re_greek_world,Greek World,-400.0,philosopher | mathematician
553,Q717647,Gnaeus Claudius Severus Arabianus,re_greek_world,Greek World,113.0,philosopher
554,Q140188,Aristarchus of Samos,re_greek_world,Greek World,-309.0,astronomer
555,Q456560,Myia,re_greek_world,Greek World,-600.0,philosopher | mathematician
556,Q33941,Julian,re_greek_world,Greek World,331.0,philosopher
557,Q317632,John Philoponus,re_greek_world,Greek World,490.0,philosopher | physicist | astronomer | mathematician | theologian
558,Q1722472,Callias of Syracuse,re_greek_world,Greek World,-400.0,historian
559,Q3432037,Aristaeus of Croton,re_greek_world,Greek World,-450.0,philosopher | mathematician
560,Q897689,Chaeremon of Alexandria,re_greek_world,Greek World,10.0,philosopher | historian
561,Q84027027,Didymus of Alexandria,re_greek_world,Greek World,-50.0,mathematician
562,Q942439,Monimus,re_greek_world,Greek World,-400.0,philosopher
563,Q310821,Akiva ben Joseph,re_greek_world,Greek World,15.0,theologian
564,Q280432,Athenodoros Cananites,re_greek_world,Greek World,-100.0,philosopher | historian
565,Q313286,Demetrius of Phalerum,re_greek_world,Greek World,-349.0,philosopher
566,Q123147,Ammonius Hermiae,re_greek_world,Greek World,435.0,astronomer | philosopher
567,Q2570422,Sotion,re_greek_world,Greek World,-250.0,philosopher | historian
568,Q2657803,Asterius the Sophist,re_greek_world,Greek World,300.0,theologian
569,Q1749928,Phaleas of Chalcedon,re_greek_world,Greek World,-400.0,philosopher
570,Q280934,Alexander Lychnus,re_greek_world,Greek World,-50.0,historian
571,Q11925495,Hermodorus,re_greek_world,Greek World,-399.0,philosopher
572,Q15975321,Flavius Boethus,re_greek_world,Greek World,150.0,philosopher
573,Q191734,Gregory of Nyssa,re_greek_world,Greek World,400.0,theologian
574,Q1297839,Serenus of Antinouplis,re_greek_world,Greek World,300.0,mathematician
575,Q1383547,Ulpianus,re_greek_world,Greek World,300.0,philosopher
576,Q138531,Phlegon of Tralles,re_greek_world,Greek World,200.0,historian
577,Q929311,Hegesias of Magnesia,re_greek_world,Greek World,-200.0,historian
578,Q948620,Hermias of Atarneus,re_greek_world,Greek World,-350.0,philosopher
579,Q365183,Themistius,re_greek_world,Greek World,317.0,philosopher
580,Q754890,Athanis,re_greek_world,Greek World,-400.0,historian
581,Q176287,Timaeus of Locri,re_greek_world,Greek World,-500.0,astronomer | philosopher | mathematician
582,Q188883,Clement of Alexandria,re_greek_world,Greek World,150.0,theologian | philosopher
583,Q3556912,Theognostus of Alexandria,re_greek_world,Greek World,210.0,theologian
584,Q5063276,Cephalion,re_greek_world,Greek World,100.0,historian
585,Q1241343,Justus of Tiberias,re_greek_world,Greek World,35.0,historian
586,Q7155483,Pausanias of Damascus,re_greek_world,Greek World,-150.0,geographer
587,Q1185502,Demetrius Lacon,re_greek_world,Greek World,-150.0,philosopher
588,Q360366,Nicomachus,re_greek_world,Greek World,60.0,musicologist | philosopher | mathematician
589,Q3636221,Baton of Sinope,re_greek_world,Greek World,-199.0,historian
590,Q41766,Ctesibius,re_greek_world,Greek World,-283.0,mathematician
591,Q729105,Severus of Antioch,re_greek_world,Greek World,465.0,theologian
592,Q641051,Arius Didymus,re_greek_world,Greek World,-83.0,philosopher
593,Q388333,Cadmus of Miletus,re_greek_world,Greek World,-500.0,historian
594,Q44258,Basil of Caesarea,re_greek_world,Greek World,329.0,theologian | philosopher
595,Q534986,Flavius Vopiscus,re_greek_world,Greek World,201.0,historian
596,Q41155,Heraclitus,re_greek_world,Greek World,-534.0,philosopher
597,Q36303,Thales,re_greek_world,Greek World,-624.0,astronomer | philosopher | physicist | mathematician
598,Q974775,Olympiodorus the Younger,re_greek_world,Greek World,495.0,philosopher
599,Q2763097,Abba Saul,re_greek_world,Greek World,101.0,theologian
600,Q202001,Archytas,re_greek_world,Greek World,-427.0,philosopher | musicologist | astronomer | mathematician
601,Q2312602,Montanus of Phrygia,re_greek_world,Greek World,150.0,theologian
